"Grant.ID","category","date","description","amount"
"2253160-2122","Resident Well-Being","
  2022-10-24","
  ITE lunch and pumpkin carving activity","
  808.66
"
"2253160-2122","Medical Equipment","
  2022-08-19","
  Sim model for Vasectomy ","
  4890
"
"2253185-2122","Meals","
  2022-12-29","
  Breakfast for weekly EM Conference - Sept, Oct, Nov, Dec","
  3468.33
"
"2253185-2122","Medical Equipment","
  2022-10-04","
  Slit Lamp and cart - SIM","
  1030.74
"
"2253185-2122","Faculty Development","
  2022-10-09","
  ACEP Conference - registration, lodging, travel, and meals","
  8935.44
"
"2253185-2122","Educational Workshops, Conferences or Retreat","
  2022-09-29","
  2022 - Annual EM Program Retreat - lodging, travel, meals, activities","
  11565.49
"
"2253185-1920","Contractual and Consultant Costs","
  2022-09-15","
  Thalamus Interview Scheduling / Virtual Interview Software","
  1585
"
"2253185-1920","Educational Materials","
  2022-08-22","
  Cadaver Day - procedure training","
  8225
"
"2253185-1920","Educational Materials","
  2022-07-29","
  HIPPO Education - Emergency Medicine Board Review","
  6403
"
"2253185-1920","Educational Materials","
  2022-07-05","
  ROSH Review - EM Question Bank","
  7000
"
"2253185-1920","Educational Workshops, Conferences or Retreat","
  2022-12-30","
  ACGME Conference registration for program coordinator","
  1190
"
"2253185-1920","Meals","
  2022-10-20","
  Weekly EM Conference Breakfast","
  300
"
"2253185-1920","Meals","
  2022-10-27","
  Weekly EM Conference Breakfast","
  297
"
"2253185-2021","Travel","
  2022-12-30","
  Lodging and Travel for program coordinator for ACGME Conf","
  1635.71
"
"2253185-2021","Recruitment","
  2022-08-23","
  Swag for residency recruitment fairs","
  1962.5
"
"2253185-2021","Memberships, Subscriptions, and Professional Activity Costs","
  2022-12-01","
  ACGME program dues","
  6050
"
"2253185-2021","Medical Equipment","
  2022-10-05","
  Femoral Line Man - SIM ","
  2168.78
"
"2253185-2021","Faculty Development","
  2022-09-01","
  Cal ACEP Conf - registration, lodging, mileage, and meals ","
  2620.2
"
"2253185-2021","Educational Workshops, Conferences or Retreat","
  2022-09-01","
  Cal ACEP Conf intern class - registration, lodging, mileage, and meals","
  2589.62
"
"2253185-2021","Educational Materials","
  2022-07-25","
  EM Coach - exam prep","
  500
"
"2253185-2021","Resident Well-Being","
  2022-07-02","
  22-23 Intern Meet &amp; Greet","
  2140.59
"
"2253185-2021","Resident Well-Being","
  2022-07-02","
  22-23 EM Family Social Event","
  412.81
"
"2253185-2021","Resident Well-Being","
  2022-07-23","
  PGY2 Wellness Day","
  1081.19
"
"2253185-2021","Resident Well-Being","
  2022-11-18","
  PGY1 Wellness Day","
  1434.85
"
"2253185-2021","Resident Well-Being","
  2022-12-16","
  PGY3 Wellness Day","
  1011.64
"
"2253185-2021","Meals","
  2022-12-09","
  Food for monthly Journal Club (July, Aug, Sept, Oct, Nov, Dec)","
  3843.65
"
"2253185-2021","Educational Materials","
  2022-10-04","
  Journal Feed - Subscription for articles for Journal Club/Resource","
  2475
"
"2253185-2021","Meals","
  2022-11-03","
  Food for weekly EM Conference","
  73.46
"
"2253270-2021","Salaries, Benefits and Wages","
  2022-07-04","
  Salaries &amp; Benefits (07/01/22-12/31/22)","
  22554.32
"
"2253270-2021","Unused Funds","
  2022-12-30","
  Future Training and Education Expenses ","
  16569.03
"
"2253161-1819","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  50000
"
"2253161-1819","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of benefits and salary for PD","
  25000
"
"2253161-1920","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  50000
"
"2253161-2021","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of benefits and salary for PD","
  25000
"
"2253161-2122","Licensing Fees","
  2022-08-08","
  Step 3 exam fees","
  3670
"
"2253161-2122","Educational Workshops, Conferences or Retreat","
  2022-07-30","
  CCU Cedars-Sinai rotation/conference ","
  7812
"
"2253161-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-09-10","
  American College of Emergency membership fees","
  2940
"
"2253161-2122","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  10578
"
"2253217-1920","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  50000
"
"2253217-2021","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of benefits and salary for PD","
  25000
"
"2253217-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-23","
  American College of Physicians membership fees ","
  12214
"
"2253217-2122","Educational Materials","
  2022-08-03","
  Books ","
  1549
"
"2253217-2122","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  36237
"
"2253239-1819","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of benefits and salary for PD","
  37500
"
"2253239-1920","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  45000
"
"2253239-1920","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  45000
"
"2253239-1920","Resident Well-Being","
  2022-10-01","
  retreat for residents ","
  10000
"
"2253239-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-22","
  MKSAP Review ","
  5000
"
"2253239-2021","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  45000
"
"2253239-2021","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  45000
"
"2253239-2021","Licensing Fees","
  2022-07-18","
  Certification Exam Fees","
  4400
"
"2253239-2021","Licensing Fees","
  2022-07-28","
  Step 3 exam fees","
  5600
"
"2253239-2122","Salaries, Benefits and Wages","
  2022-12-01","
  Portion of 1 resident salary &amp; benefits","
  50000
"
"2253280-2122","Meals","
  2022-12-21","
  Group Meal for Holiday Resident Team Building Activity","
  151.71
"
"2253280-2122","Educational Materials","
  2022-08-22","
  UWorld Family Medicine QBank Subscriptions","
  5540
"
"2253280-2122","Salaries, Benefits and Wages","
  2022-07-04","
  GME Salary Support for FM Core Faculty Dr. Rajit Gohil","
  19308.29
"
"2253221-1920","Salaries, Benefits and Wages","
  2022-07-04","
  GME Salary Support for IM Program Director Dr. Jose Penaherrera","
  60000
"
"2253221-2122","Educational Materials","
  2022-10-19","
  ACP MKSAP 19 Digital Access for IM Resident Board Preparation","
  4059
"
"2253221-2122","Educational Materials","
  2022-08-22","
  UWorld ABIM Subscriptions  for IM Resident Board Preparation","
  6290
"
"2253221-2122","Salaries, Benefits and Wages","
  2022-07-04","
  GME Salary Support for IM Endocrinology faculty Dr. Uzma Haider","
  39651
"
"2253163-1819","Licensing Fees","
  2022-07-02","
  Multiple dates: Reimbursement for residents to get licenses in California","
  5109.26
"
"2253163-1819","Meals","
  2022-07-02","
  Multiple dates: Meals provided for conferences; food on shifts at outside rotations and over night food supplies for rounds room when the hospital cafeteria is closed ","
  7865
"
"2253163-1819","Memberships, Subscriptions, and Professional Activity Costs","
  2022-07-02","
  Multiple dates: Professional society membership reimbursement; subscriptions to survey services for residents to collect data to improve the program","
  3100.48
"
"2253163-1819","Resident Well-Being","
  2022-07-02","
  Multiple dates: Supports mentoership groups or residents; team building actities","
  5371.01
"
"2253163-1819","Recruitment","
  2022-07-02","
  Multiple dates: Reimbursement for events to recruit applicants to the program including support equipment for virtual recruitment; department logo items","
  11910.73
"
"2253163-1819","Scholarship","
  2022-07-02","
  Multiple dates: Travel and boarding reimbursement for applicant, specifically targeting underrepresented minorities in medicine","
  6000
"
"2253163-1819","Salaries, Benefits and Wages","
  2022-07-02","
  Multiple dates: Supports faculty and staff who directly assist with management of the training program and social EM rotation","
  16196.78
"
"2253163-1819","Travel","
  2022-07-02","
  Multiple dates: travel to conferences and Uber/Lyft rides for transport while fatigued","
  332.2
"
"2253163-1819","Salaries, Benefits and Wages","
  2022-07-02","
  Multiple dates: Benefits to residents include team building clothing and activities and assistance with alimni connections","
  14771.21
"
"2253163-1819","Unused Funds","
  2022-08-01","
  Continue to employ our part time worer to assist with research project management for residents","
  5067.07
"
"2253163-1819","Unused Funds","
  2022-08-01","
  Pay faculty to continue to monitor the Social EM rotation","
  6000
"
"2253163-2122","Educational Materials","
  2022-07-02","
  Multiple dates: Books and review courses for other reisdents to enhance learning in targeted areas","
  2296.46
"
"2253163-2122","Educational Materials","
  2022-11-01","
  ROSH Board review education material for senior residents","
  5985
"
"2253163-2122","Educational Workshops, Conferences or Retreat","
  2022-07-12","
  Multiple dates: National conference attendance for senior residents, leadership conferences and reimbursement for residents presenting research","
  22165.32
"
"2253163-2122","Faculty Development","
  2022-07-02","
  Reimbursement for faculty development in areas that encourage resident participation in research and educational projects","
  2642.35
"
"2253163-2122","Memberships, Subscriptions, and Professional Activity Costs","
  2022-08-01","
  Memberships for website and virtual tour glasses. Related to recruitment but fess formemberships","
  913.11
"
"2253163-2122","Insurance","
  2022-07-20","
  Medical Insurance tail fro resident with medical need and unable to be insured for first several months of training. Allowed for continuity in treatment","
  3868.41
"
"2253163-2122","Unused Funds","
  2022-12-30","
  Only the first $37,500 was deposited and we try not to spend what we do not have. Plans for faculty development for our admin staff ($6,000) ","
  6000
"
"2253163-2122","Unused Funds","
  2022-12-30","
  New cheif resident leadership conference in March ($6000), ","
  6000
"
"2253163-2122","Unused Funds","
  2022-12-30","
  Multiple dates: Admin staff assistance ($8000)","
  8000
"
"2253163-2122","Unused Funds","
  2022-12-30","
  Support for research day posters and projects for residents","
  2000
"
"2253163-2122","Unused Funds","
  2022-12-30","
  Depposit for department wide retreat","
  15129.35
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-08-15","
  Fellow Payroll/Wages","
  2066.67
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-08-15","
  F/B @7.6%","
  157.07
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-08-31","
  Fellow Payroll/Wages","
  2066.67
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-08-31","
  F/B @7.6%","
  157.07
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-09-30","
  Fellow Payroll/Wages","
  2066.67
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-09-30","
  F/B @7.6%","
  157.07
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-10-31","
  Fellow Payroll/Wages","
  2066.67
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-10-31","
  F/B @7.6%","
  157.07
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-11-30","
  Fellow Payroll/Wages","
  2066.67
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-11-30","
  F/B @7.6%","
  157.07
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-12-30","
  Fellow Payroll/Wages","
  2066.67
"
"2253281-2122","Salaries, Benefits and Wages","
  2022-12-30","
  F/B @7.6%","
  157.07
"
"2253281-2122","Unused Funds","
  2022-12-30","
  Unused funds but budgeted for Jan-June","
  11657.56
"
"2253187-1920","Salaries, Benefits and Wages","
  2022-12-30","
  program assistant","
  28949.26
"
"2253187-1920","Faculty Development","
  2022-12-22","
  faculty development consultant","
  3024
"
"2253187-1920","Educational Workshops, Conferences or Retreat","
  2022-11-16","
  retreat speaker","
  3000
"
"2253187-1920","Educational Workshops, Conferences or Retreat","
  2022-07-30","
  resident and intern orientation","
  1337.86
"
"2253187-1920","Recruitment","
  2022-08-31","
  printing for recruitment items","
  753.56
"
"2253187-1920","Educational Workshops, Conferences or Retreat","
  2022-10-26","
  registration for conference session","
  21.47
"
"2253187-1920","Educational Materials","
  2022-07-30","
  orientation materials","
  117.67
"
"2253187-1920","Educational Materials","
  2022-07-29","
  book for training","
  119.86
"
"2253187-1920","Memberships, Subscriptions, and Professional Activity Costs","
  2022-11-16","
  Cafp and AAFP dues","
  3545
"
"2253187-1920","Unused Funds","
  2022-12-30","
  unused funds","
  74428.93
"
"2253187-2021","Unused Funds","
  2022-12-31","
  to be used for part of salary of Addiction Medicine preceptor, who we are still actively recruiting for","
  75000
"
"2253187-2122","Unused Funds","
  2022-12-31","
  Will be used to cover salary of Community Health Preceptor, who will be starting 7/1/2023","
  25000
"
"2253243-1819","Educational Materials","
  2022-12-30","
  Books, laproscopic training supplies and platform, SIM supplies","
  25798.26
"
"2253243-1819","Faculty Development","
  2022-12-30","
  Faculty attendance at educational meetings and faculty development seminar","
  8137.8
"
"2253243-1819","Licensing Fees","
  2022-12-30","
  NRP, medical license, and certification fees for faculty and residents","
  2410
"
"2253243-1819","Meals","
  2022-12-30","
  Monthly resident meeting breakfast and resident wellness lunches","
  1726.86
"
"2253243-1819","Medical Equipment","
  2022-12-30","
  Colposcope","
  7250
"
